"_5_digit_ntd_id","max_agency","max_reporter_type","max_organization_type","report_year","max_city","max_state","max_agency_voms","mode","max_mode_name","type_of_service","max_mode_voms","max_primary_uza_code","max_primary_uza_name","max_primary_uza_area_sq_miles","max_primary_uza_population","max_service_area_sq_miles","max_service_area_population","questionable_record","max_time_period","min_time_service_begins","max_time_service_ends","sum_actual_vehicles_passenger_car_miles","sum_actual_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_deadhead_miles","sum_scheduled_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_car_hours","sum_actual_vehicles_passenger_car_revenue_hours","sum_actual_vehicles_passenger_car_deadhead_hours","sum_charter_service_hours","sum_school_bus_hours","sum_trains_in_operation","sum_train_miles","sum_train_revenue_miles","sum_train_deadhead_miles","sum_train_hours","sum_train_revenue_hours","sum_train_deadhead_hours","sum_unlinked_passenger_trips_upt","sum_ada_upt","sum_sponsored_service_upt","sum_passenger_miles","sum_directional_route_miles","sum_days_of_service_operated","sum_days_not_operated_strikes","sum_days_not_operated_emergencies"
"50022","Toledo Area Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Toledo","OH","135","MB","Bus","DO","44","87868","Toledo, OH--MI","240.71","497952","238.00","429500","","Annual Total",,,"2652787","2409418","243369","2419272","200526","189532","10994","0","0",,,,,,,,"2006430",,,"12584700",,,,
"50022","Toledo Area Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Toledo","OH","135","VP","Vanpool","PT","15","87868","Toledo, OH--MI","240.71","497952","238.00","429500","","Annual Total",,,"123015","123015","0",,"2008","2008","0","0","0",,,,,,,,"10012",,,"623882",,,,
"50024","Western Reserve Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Youngstown","OH","57","DR","Demand Response","DO","17","97831","Youngstown, OH","195.96","320901","331.00","430591","","Annual Total",,,"422907","378675","44232",,"33244","29539","3705",,,,,,,,,,"46099","30358",,"289053",,,,
"50024","Western Reserve Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Youngstown","OH","57","MB","Bus","DO","40","97831","Youngstown, OH","195.96","320901","331.00","430591","","Annual Total",,,"1676869","1636850","40019","1655670","118657","98789","19868",,,,,,,,,,"1953402",,,"6543897",,,,
"50025","Duluth Transit Authority, dba: DTA","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Duluth","MN","51","DR","Demand Response","DO","9","24850","Duluth, MN--WI","66.87","119411","91.00","119100","","Annual Total",,,"279831","252676","27155",,"22784","21494","1290","0","0",,,,,,,,"32392","32392","0","168857",,,,
"50025","Duluth Transit Authority, dba: DTA","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Duluth","MN","51","MB","Bus","DO","42","24850","Duluth, MN--WI","66.87","119411","91.00","119100","","Annual Total",,,"2075635","1910679","164956","1909238","158755","149545","9210","132","0",,,,,,,,"2308998",,,"10795489",,,,
"50026","City of Moorhead, dba: MATBUS","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Moorhead","MN","12","DR","Demand Response","PT","4","29089","Fargo, ND--MN","77.73","216214","26.00","51118","","Annual Total",,,"77759","69298","8461",,"6416","6049","367","0","0",,,,,,,,"7934","0",,"41477",,,,
"50026","City of Moorhead, dba: MATBUS","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Moorhead","MN","12","MB","Bus","PT","8","29089","Fargo, ND--MN","77.73","216214","26.00","51118","","Annual Total",,,"456582","439533","17049","464519","33846","32857","989","0","0",,,,,,,,"380934",,,"1359291",,,,
"50027","Metro Transit","Full Reporter","Subsidiary Unit of a Transit Agency, Reporting Separately","2024","Minneapolis","MN","587","CR","Commuter Rail","PT","20","57628","Minneapolis--St. Paul, MN","1014.79","2914866","468.00","1669091","","Annual Total",,,"330274","325589","4685","329829","7432","6790","642",,,,"83526","82340","1186","1879","1717","162","127368",,,"3247348","77.90",,,
"50027","Metro Transit","Full Reporter","Subsidiary Unit of a Transit Agency, Reporting Separately","2024","Minneapolis","MN","587","LR","Light Rail","DO","66","57628","Minneapolis--St. Paul, MN","1014.79","2914866","468.00","1669091","","Annual Total",,,"3308220","3263560","44660","3373448","273779","268180","5599",,,,"1350673","1328574","22099","112417","109931","2486","15489194",,,"50720570","44.26",,,
"50027","Metro Transit","Full Reporter","Subsidiary Unit of a Transit Agency, Reporting Separately","2024","Minneapolis","MN","587","MB","Bus","DO","501","57628","Minneapolis--St. Paul, MN","1014.79","2914866","468.00","1669091","","Annual Total",,,"22780637","18700603","4080034","18654169","1873409","1618836","254573",,,,,,,,,,"31941893",,,"119534655","19.94",,,
"50028","St. Cloud Metropolitan Transit Commission, dba: Metro Bus","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Saint Cloud","MN","48","CB","Commuter Bus","DO","2","77338","St. Cloud, MN","53.97","117638","29.00","112910","Y","Annual Total",,,"94500","89682","4818","89658","3747","2759","988","0","0",,,,,,,,"13811",,,"362693",,,,
"50028","St. Cloud Metropolitan Transit Commission, dba: Metro Bus","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Saint Cloud","MN","48","DR","Demand Response","DO","26","77338","St. Cloud, MN","53.97","117638","29.00","112910","Y","Annual Total",,,"750621","695480","55141",,"59146","53309","5837","0","0",,,,,,,,"152528","142783","9745","722216",,,,
"50028","St. Cloud Metropolitan Transit Commission, dba: Metro Bus","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Saint Cloud","MN","48","MB","Bus","DO","20","77338","St. Cloud, MN","53.97","117638","29.00","112910","Y","Annual Total",,,"1063881","991071","72810","991233","79036","71103","7933","0","0",,,,,,,,"644166",,,"2551811",,,,
"50029","Bay Metropolitan Transit Authority, dba: Bay Metro","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Bay City","MI","50","DR","Demand Response","DO","16","05869","Bay City, MI","39.93","68472","442.00","103856","","Annual Total",,,"457543","448709","8834",,"31562","30861","701","0","0",,,,,,,,"57909","21568","0","503416",,,,
"50029","Bay Metropolitan Transit Authority, dba: Bay Metro","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Bay City","MI","50","MB","Bus","DO","34","05869","Bay City, MI","39.93","68472","442.00","103856","","Annual Total",,,"738589","734992","3597","736547","34597","34291","306","0","0",,,,,,,,"278998",,,"1915962",,,,
"50030","City of Battle Creek, dba: Battle Creek Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Battle Creek","MI","20","DR","Demand Response","DO","10","05707","Battle Creek, MI","47.33","75513","73.00","87735","","Annual Total",,,,"119291",,,,"10602",,,,,,,,,,,"23516",,"0",,,,,
"50030","City of Battle Creek, dba: Battle Creek Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Battle Creek","MI","20","MB","Bus","DO","10","05707","Battle Creek, MI","47.33","75513","73.00","87735","","Annual Total",,,,"245791",,,,"18354",,,,,,,,,,,"170206",,,,,,,
"50031","Suburban Mobility Authority for Regional Transportation","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Detroit","MI","281","DR","Demand Response","DO","94","23824","Detroit, MI","1284.83","3776890","1074.00","3424477","","Annual Total",,,"2814299","2472685","341614",,"166665","147910","18755","0","0",,,,,,,,"206747","130481","0","1989970",,,,
"50031","Suburban Mobility Authority for Regional Transportation","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Detroit","MI","281","DR","Demand Response","PT","22","23824","Detroit, MI","1284.83","3776890","1074.00","3424477","","Annual Total",,,"451935","413796","38139",,"37416","32727","4689","0","0",,,,,,,,"103059","0","0","444771",,,,
"50031","Suburban Mobility Authority for Regional Transportation","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Detroit","MI","281","MB","Bus","DO","165","23824","Detroit, MI","1284.83","3776890","1074.00","3424477","","Annual Total",,,"11477315","9667863","1809452","9751207","635293","571407","63886","0","0",,,,,,,,"5743364",,,"46349867",,,,
"50032","Mass Transportation Authority , dba: MTA Flint","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Flint","MI","248","CB","Commuter Bus","DO","9","29872","Flint, MI","205.46","298964","637.00","406211","","Annual Total",,,"1306464","1155495","150969","1062417","40922","34568","6354",,,,,,,,,,"319745",,,"5223035",,,,
"50032","Mass Transportation Authority , dba: MTA Flint","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Flint","MI","248","DR","Demand Response","DO","154","29872","Flint, MI","205.46","298964","637.00","406211","","Annual Total",,,"5094233","4235204","859029",,"242426","197665","44761","0","0",,,,,,,,"507051","233410",,"4281700",,,,
"50032","Mass Transportation Authority , dba: MTA Flint","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Flint","MI","248","DR","Demand Response","PT","3","29872","Flint, MI","205.46","298964","637.00","406211","","Annual Total",,,"44070","35342","8728",,"2626","2134","492","0","0",,,,,,,,"2424","456","0","12685",,,,
"50032","Mass Transportation Authority , dba: MTA Flint","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Flint","MI","248","MB","Bus","DO","82","29872","Flint, MI","205.46","298964","637.00","406211","","Annual Total",,,"2435698","2261889","173809","2506573","157452","146789","10663","0","0",,,,,,,,"2661523",,,"43366845",,,,
"50033","Interurban Transit Partnership, dba: The Rapid","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Grand Rapids","MI","175","DR","Demand Response","DO","2","34300","Grand Rapids, MI","274.36","605666","155.00","621711","","Annual Total",,,"67642","44150","23492",,"7680","5511","2169",,,,,,,,,,"10978",,,"41505",,,,
"50033","Interurban Transit Partnership, dba: The Rapid","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Grand Rapids","MI","175","DR","Demand Response","PT","62","34300","Grand Rapids, MI","274.36","605666","155.00","621711","","Annual Total",,,"2187331","1573302","614029",,"147286","110666","36620","0","0",,,,,,,,"230572","202211","28361","3045856",,,,
"50033","Interurban Transit Partnership, dba: The Rapid","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Grand Rapids","MI","175","MB","Bus","DO","104","34300","Grand Rapids, MI","274.36","605666","155.00","621711","","Annual Total",,,"4812362","4618913","193449","4621607","356372","344997","11375",,,,,,,,,,"5765508",,,"24618713",,,,
"50033","Interurban Transit Partnership, dba: The Rapid","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Grand Rapids","MI","175","RB","Bus Rapid Transit","DO","7","34300","Grand Rapids, MI","274.36","605666","155.00","621711","","Annual Total",,,"349330","337110","12220","337371","28457","27850","607",,,,,,,,,,"421150",,,"1655120","19.02",,,
"50034","City of Jackson Transportation Authority, dba: Jackson Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Jackson","MI","18","DR","Demand Response","DO","9","42157","Jackson, MI","52.03","84307","702.00","160731","","Annual Total",,,"291360","250887","40473",,"20940","17978","2962",,,,,,,,,,"33780","790",,"118942",,,,
"50034","City of Jackson Transportation Authority, dba: Jackson Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Jackson","MI","18","MB","Bus","DO","9","42157","Jackson, MI","52.03","84307","702.00","160731","","Annual Total",,,"344537","331242","13295","371686","24067","23453","614",,,,,,,,,,"337931",,,"947181",,,,
"50035","Central County Transportation Authority, dba: Metro Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Kalamazoo","MI","69","DR","Demand Response","PT","41","43723","Kalamazoo, MI","109.46","204562","580.00","262215","","Annual Total",,,"1205221","1048913","156308",,"83329","70167","13162","0","0",,,,,,,,"133859","49269","0","1349098",,,,
"50035","Central County Transportation Authority, dba: Metro Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Kalamazoo","MI","69","MB","Bus","DO","28","43723","Kalamazoo, MI","109.46","204562","580.00","262215","","Annual Total",,,"1484200","1471054","13146","1468603","110083","109211","872","0","0",,,,,,,,"1736876",,,"6255433",,,,
"50036","Capital Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Lansing","MI","182","DR","Demand Response","DO","30","47719","Lansing, MI","155.83","318300","608.00","329010","","Annual Total",,,"950860","774583","176277",,"80771","58286","22485","0","0",,,,,,,,"123549","52399","0","729525",,,,
"50036","Capital Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Lansing","MI","182","DR","Demand Response","PT","63","47719","Lansing, MI","155.83","318300","608.00","329010","","Annual Total",,,"2391264","1969159","422105",,"165959","123049","42910","0","0",,,,,,,,"245708","142008","0","1876526",,,,
"50036","Capital Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Lansing","MI","182","MB","Bus","DO","89","47719","Lansing, MI","155.83","318300","608.00","329010","","Annual Total",,,"3701210","3471035","230175","3377877","300683","286931","13752","0","0",,,,,,,,"8474506",,,"20932030",,,,
"50037","County of Muskegon, dba: Muskegon Area Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Muskegon","MI","17","DR","Demand Response","DO","2","60841","Muskegon--Norton Shores, MI","112.06","166414","57.00","94036","","Annual Total",,,,"18682",,,,"1796",,,,,,,,,,,"3375",,"0",,,,,
"50037","County of Muskegon, dba: Muskegon Area Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Muskegon","MI","17","DR","Demand Response","PT","7","60841","Muskegon--Norton Shores, MI","112.06","166414","57.00","94036","","Annual Total",,,,"362369",,,,"18074",,,,,,,,,,,"63176",,"0",,,,,
"50037","County of Muskegon, dba: Muskegon Area Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Muskegon","MI","17","MB","Bus","DO","8","60841","Muskegon--Norton Shores, MI","112.06","166414","57.00","94036","","Annual Total",,,,"285043",,,,"21524",,,,,,,,,,,"183212",,,,,,,
"50038","City of Niles , dba: Niles Dial-A-Ride","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Niles","MI","8","DR","Demand Response","DO","7","83116","South Bend, IN--MI","147.93","278921","120.00","237932","","Annual Total",,,,"156794",,,,"11235",,,,,,,,,,,"35647",,"0",,,,,
"50038","City of Niles , dba: Niles Dial-A-Ride","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Niles","MI","8","MB","Bus","DO","1","83116","South Bend, IN--MI","147.93","278921","120.00","237932","","Annual Total",,,,"21200",,,,"1763",,,,,,,,,,,"9103",,,,,,,
"50039","Saginaw Transit Authority Regional Service","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Saginaw","MI","51","DR","Demand Response","DO","30","77149","Saginaw, MI","65.73","116058","816.00","189591","Y","Annual Total",,,"632875","545728","87147",,"55966","50187","5779","0","0",,,,,,,,"52056","26939","0","247688",,,,
"50039","Saginaw Transit Authority Regional Service","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Saginaw","MI","51","MB","Bus","DO","21","77149","Saginaw, MI","65.73","116058","816.00","189591","","Annual Total",,,"902592","890574","12018","903950","82061","80778","1283","0","0",,,,,,,,"570696",,,"3990010",,,,
"50040","Ann Arbor Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Ann Arbor","MI","231","CB","Commuter Bus","PT","3","02602","Ann Arbor, MI","143.45","317689","146.00","275473","","Annual Total",,,"495532","454275","41257","452880","16811","15812","999","0","0",,,,,,,,"85536",,,"3849120",,,,
"50040","Ann Arbor Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Ann Arbor","MI","231","DR","Demand Response","PT","35","02602","Ann Arbor, MI","143.45","317689","146.00","275473","","Annual Total",,,"1140174","883595","256579",,"94490","60883","33607","0","0",,,,,,,,"116279","85888","0","901828",,,,
"50040","Ann Arbor Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Ann Arbor","MI","231","MB","Bus","DO","80","02602","Ann Arbor, MI","143.45","317689","146.00","275473","","Annual Total",,,"3798922","3557644","241278","3503595","293700","285453","8247","0","0",,,,,,,,"4786581",,,"15862281",,,,
"50040","Ann Arbor Area Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Ann Arbor","MI","231","VP","Vanpool","PT","113","02602","Ann Arbor, MI","143.45","317689","146.00","275473","","Annual Total",,,"2130909","2130909","0",,"47540","47540","0","0","0",,,,,,,,"181634",,,"7215660",,,,
"50041","City of Anderson , dba: City of Anderson Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Anderson","IN","12","DR","Demand Response","DO","5","02386","Anderson, IN","52.17","79517","45.00","55076","","Annual Total",,,,"81426",,,,"8162",,,,,,,,,,,"17445",,"0",,,,,
"50041","City of Anderson , dba: City of Anderson Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Anderson","IN","12","MB","Bus","DO","7","02386","Anderson, IN","52.17","79517","45.00","55076","","Annual Total",,,,"316877",,,,"24099",,,,,,,,,,,"86526",,,,,,,
"50042","City of East Chicago, dba: EAST CHICAGO TRANSIT","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","East Chicago","IN","3","DR","Demand Response","DO","1","16264","Chicago, IL--IN","2337.89","8671746","11.00","26370","","Annual Total",,,,"19536",,,,"2382",,,,,,,,,,,"5185",,"0",,,,,
"50042","City of East Chicago, dba: EAST CHICAGO TRANSIT","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","East Chicago","IN","3","MB","Bus","DO","2","16264","Chicago, IL--IN","2337.89","8671746","11.00","26370","","Annual Total",,,,"60635",,,,"4414",,,,,,,,,,,"47944",,,,,,,
"50043","City of Evansville","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Evansville","IN","28","DR","Demand Response","DO","12","28333","Evansville, IN","112.75","206855","236.00","179810","","Annual Total",,,"228798","199143","29655",,"20685","17714","2971",,,,,,,,,,"27298","22805",,"159614",,,,
"50043","City of Evansville","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Evansville","IN","28","MB","Bus","DO","16","28333","Evansville, IN","112.75","206855","236.00","179810","","Annual Total",,,"999269","975341","23928","983898","72495","69862","2633",,,,,,,,,,"793022",,,"2973833",,,,
"50044","Fort Wayne Public Transportation Corporation, dba: Citilink","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Fort Wayne","IN","40","DR","Demand Response","DO","15","31087","Fort Wayne, IN","163.60","335934","123.00","279469","","Annual Total",,,"533341","445201","88140",,"41884","31361","10523",,,,,,,,,,"70022","70022",,"521832",,,,
"50044","Fort Wayne Public Transportation Corporation, dba: Citilink","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Fort Wayne","IN","40","MB","Bus","DO","25","31087","Fort Wayne, IN","163.60","335934","123.00","279469","","Annual Total",,,"1477302","1351597","125705","1417911","105622","96116","9506",,,,,,,,,,"1543424",,,"6402918",,,,
"50045","Gary Public Transportation Corporation","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Gary","IN","20","DR","Demand Response","DO","4","16264","Chicago, IL--IN","2337.89","8671746","38.00","102746","","Annual Total",,,"103091","95756","7335",,"7605","6730","875",,,,,,,,,,"12665","12665",,"80814",,,,
"50045","Gary Public Transportation Corporation","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Gary","IN","20","MB","Bus","DO","16","16264","Chicago, IL--IN","2337.89","8671746","38.00","102746","","Annual Total",,,"878628","878628","0","901230","63506","63506","0","0","0",,,,,,,,"452712",,,"870330",,,,
"50047","Bloomington-Normal Public Transit System, dba: Connect Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Normal","IL","52","DR","Demand Response","DO","25","08407","Bloomington--Normal, IL","50.36","134100","46.00","131416","","Annual Total",,,"726920","648071","78849",,"59544","51649","7895","0","0",,,,,,,,"167735","101507","11996","806751",,,,
"50047","Bloomington-Normal Public Transit System, dba: Connect Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Normal","IL","52","MB","Bus","DO","27","08407","Bloomington--Normal, IL","50.36","134100","46.00","131416","","Annual Total",,,"1347258","1293170","54088","1290570","110947","107384","3563","0","0",,,,,,,,"2136851",,,"4873991",,,,
"50050","Indianapolis and Marion County Public Transportation, dba: IndyGo","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Indianapolis","IN","220","DR","Demand Response","PT","44","41212","Indianapolis, IN","722.55","1699881","396.00","969466","","Annual Total",,,"1383099","1289980","93119",,"99691","86180","13511","0","0",,,,,,,,"130489","130489","0","1574923",,,,
"50050","Indianapolis and Marion County Public Transportation, dba: IndyGo","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Indianapolis","IN","220","DR","Demand Response","TN","40","41212","Indianapolis, IN","722.55","1699881","396.00","969466","","Annual Total",,,,"342098",,,,"17895",,,,,,,,,,,"38585","38585","0","402578",,"317","0","0"
"50050","Indianapolis and Marion County Public Transportation, dba: IndyGo","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Indianapolis","IN","220","MB","Bus","DO","113","41212","Indianapolis, IN","722.55","1699881","396.00","969466","","Annual Total",,,"7883975","7153021","730954","7173596","548834","521217","27617","0","0",,,,,,,,"5553592",,,"28967000",,,,
"50050","Indianapolis and Marion County Public Transportation, dba: IndyGo","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Indianapolis","IN","220","MB","Bus","PT","1","41212","Indianapolis, IN","722.55","1699881","396.00","969466","","Annual Total",,,"65579","54333","11246","54612","3867","3244","623","0","0",,,,,,,,"8307",,,"35500",,,,
"50050","Indianapolis and Marion County Public Transportation, dba: IndyGo","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Indianapolis","IN","220","RB","Bus Rapid Transit","DO","22","41212","Indianapolis, IN","722.55","1699881","396.00","969466","","Annual Total",,,"1014128","871630","142498","883756","73272","66059","7213",,,,,,,,,,"1402365",,,"5025391","47.03",,,
"50051","Greater Lafayette Public Transportation Corporation, dba: CityBus","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Lafayette","IN","53","DR","Demand Response","DO","9","46018","Lafayette, IN","68.74","157100","74.00","134333","","Annual Total",,,"208480","176236","32244",,"17394","13522","3872","0","0",,,,,,,,"37193","36033","0","220862",,,,
"50051","Greater Lafayette Public Transportation Corporation, dba: CityBus","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Lafayette","IN","53","MB","Bus","DO","43","46018","Lafayette, IN","68.74","157100","74.00","134333","","Annual Total",,,"1697207","1650663","46544","1731473","133466","131233","2233","0","0",,,,,,,,"4451900",,,"11741836",,,,
"50051","Greater Lafayette Public Transportation Corporation, dba: CityBus","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Lafayette","IN","53","VP","Vanpool","PT","1","46018","Lafayette, IN","68.74","157100","74.00","134333","","Annual Total",,,"1851","1851","0",,"62","62","0","0","0",,,,,,,,"848",,,"10458",,,,
"50052","South Bend Public Transportation Corporation, dba: Transpo","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","South Bend","IN","57","DR","Demand Response","DO","15","83116","South Bend, IN--MI","147.93","278921","68.00","154346","","Annual Total",,,"324641","280361","44280",,"22028","18852","3176",,,,,,,,,,"58487","58487",,"524716",,,,
"50052","South Bend Public Transportation Corporation, dba: Transpo","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","South Bend","IN","57","MB","Bus","DO","42","83116","South Bend, IN--MI","147.93","278921","68.00","154346","","Annual Total",,,"1348100","1288616","59484","1472084","106684","99460","7224",,,,,,,,,,"1341552",,,"4808632",,,,
"50053","City of Terre Haute , dba: Terre Haute Transit Utility","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Terre Haute","IN","10","DR","Demand Response","DO","2","87139","Terre Haute, IN","46.83","79862","18.00","59614","","Annual Total",,,"69434","62285","7149",,"7624","5636","1988",,,,,,,,,,"15730","15730",,"54864",,,,
"50053","City of Terre Haute , dba: Terre Haute Transit Utility","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Terre Haute","IN","10","MB","Bus","DO","8","87139","Terre Haute, IN","46.83","79862","18.00","59614","","Annual Total",,,"380458","373884","6574","404626","30005","28347","1658",,,,,,,,,,"129148",,,"146052",,,,
"50054","Muncie Indiana Transit System","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Muncie","IN","36","DR","Demand Response","DO","9","60625","Muncie, IN","48.20","84382","27.00","84832","","Annual Total",,,"157887","138941","18946",,"13076","11002","2074",,,,,,,,,,"35323","35323",,"179794",,,,
"50054","Muncie Indiana Transit System","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Muncie","IN","36","MB","Bus","DO","27","60625","Muncie, IN","48.20","84382","27.00","84832","","Annual Total",,,"716270","671659","44611","700962","51773","48763","3010","0","0",,,,,,,,"893245",,,"3510453",,,,
"50056","Greater Peoria Mass Transit District, dba: CityLink","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Peoria","IL","71","DR","Demand Response","PT","31","68509","Peoria, IL","145.79","259781","105.00","240110","","Annual Total",,,"987586","859950","127636",,"59970","53580","6390","0","0",,,,,,,,"121795","90873","0","1201653",,,,
"50056","Greater Peoria Mass Transit District, dba: CityLink","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Peoria","IL","71","MB","Bus","DO","40","68509","Peoria, IL","145.79","259781","105.00","240110","Y","Annual Total",,,"2265476","2069102","196374","2068039","158905","150410","8495","0","0",,,,,,,,"1776363",,,"8764441",,,,
"50057","Rock Island County Metropolitan Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Moline","IL","63","DR","Demand Response","DO","9","22366","Davenport, IA--IL","134.86","285211","46.00","120378","","Annual Total",,,"271127","235711","35416",,"17235","15637","1598","0","0",,,,,,,,"56971","0","56971","235232",,,,
"50057","Rock Island County Metropolitan Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Moline","IL","63","DR","Demand Response","PT","4","22366","Davenport, IA--IL","134.86","285211","46.00","120378","","Annual Total",,,"146828","122820","24008",,"8776","8184","592","0","0",,,,,,,,"16386","16386",,"82302",,,,
"50057","Rock Island County Metropolitan Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Moline","IL","63","FB","Ferryboat","PT","3","22366","Davenport, IA--IL","134.86","285211","46.00","120378","","Annual Total",,,"15769","15769","0","16549","2129","2129","0","0",,,,,,,,,"39988",,,"219236","8.12",,,
"50057","Rock Island County Metropolitan Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Moline","IL","63","MB","Bus","DO","47","22366","Davenport, IA--IL","134.86","285211","46.00","120378","","Annual Total",,,"2295950","2173254","122696","2302386","152207","145160","7047",,,,,,,,,,"2232427",,,"10975372",,,,
"50058","Rockford Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Rockford","IL","52","DR","Demand Response","DO","28","75718","Rockford, IL","133.81","276443","156.00","277458","","Annual Total",,,"1037583","924371","113212",,"74124","67680","6444","0","0",,,,,,,,"124221","96538","13482","948803",,,,
"50058","Rockford Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Rockford","IL","52","MB","Bus","DO","24","75718","Rockford, IL","133.81","276443","156.00","277458","","Annual Total",,,"1333447","1330431","3016","1324527","98987","98846","141","0","0",,,,,,,,"1244338",,,"6182611",,,,
"50059","Springfield Mass Transit District, dba: Sangamon Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Springfield","IL","66","DR","Demand Response","DO","18","83899","Springfield, IL","81.74","159265","175.00","167405","","Annual Total",,,"579900","535710","44190",,"41337","39544","1793","0","0",,,,,,,,"95639","88139","7500","588369",,,,
"50059","Springfield Mass Transit District, dba: Sangamon Mass Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Springfield","IL","66","MB","Bus","DO","48","83899","Springfield, IL","81.74","159265","175.00","167405","","Annual Total",,,"1852267","1778799","73468","1806878","129059","125312","3747","0","0",,,,,,,,"1343661",,,"4873747",,,,
